"Subject area","Title","Class code","Start date","End date","Start time","End time","Cost","Duration (days)","Tutor","Venue","Link to Course specifiation","Course description","Credits attached","Language- Level of Study links"
"Languages","SPANISH STAGE 2","14034","02/10/2018","12/03/2019","13/01/1900","15.00","240.00","162","Sofía Stewart","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1094E","For students who have completed Stage 1 or equivalent. Talking about various experiences in the past; telling fortunes; situations/vocabulary identified by students; the preterite, perfect, imperfect and future tenses.","10","https://www.gla.ac.uk/media/media_204522_en.pdf"
"Languages","SPANISH STAGE 3","11348","01/10/2018","11/03/2019","19/01/1900","21.00","240.00","162","Luz Cáceres","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1095E","For students who have completed Stage 2 or equivalent. Talking about a wide range of topics, including your past life and hopes and desires for the future; consolidation of all tenses plus an introduction to the conditional tense and the present and past subjunctive.","10","https://www.gla.ac.uk/media/media_204522_en.pdf"
"Languages","SPANISH STAGE 3","11347","03/10/2018","13/03/2019","10/01/1900","12.00","240.00","162","Victoria Reina Gil","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1095E","For students who have completed Stage 2 or equivalent. Talking about a wide range of topics, including your past life and hopes and desires for the future; consolidation of all tenses plus an introduction to the conditional tense and the present and past subjunctive.","10","https://www.gla.ac.uk/media/media_204522_en.pdf"
"Languages","SPANISH STAGE 4","2140","03/10/2018","13/03/2019","13/01/1900","15.00","240.00","162","Victoria Reina Gil","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1096E","Course suitable for those who have completed Stage 3 or equivalent. The course’s aim is to provide practice in spoken Spanish and to increase fluency and confidence.","10","https://www.gla.ac.uk/media/media_204522_en.pdf"
"Languages","SPANISH STAGE 4","2139","04/10/2018","14/03/2019","19/01/1900","21.30","240.00","162","Sofía Stewart","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1096E","Course suitable for those who have completed Stage 3 or equivalent. The course’s aim is to provide practice in spoken Spanish and to increase fluency and confidence.","10","https://www.gla.ac.uk/media/media_204522_en.pdf"
"Languages","Spanish stage 5","9345","04/10/2018","14/03/2019","10/01/1900","12.00","240.00","162","Joanna Malecka","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED2044E","A course suitable for those who have completed Stage 4 or equivalent. Classes are conducted entirely in Spanish and students will become accustomed to hearing the language spoken at the normal speed of a native speaker. The class includes paired activities and small and large-group discussions around themes such as news items, short stories, analysing photographs etc. All activities aim to maintain and increase fluency. Grammar is revised as appropriate.","10","https://www.gla.ac.uk/media/media_204522_en.pdf"
"Languages","Spanish stage 5","9344","05/10/2018","15/03/2019","10/01/1900","12.00","240.00","162","Sofía Stewart","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED2044E","A course suitable for those who have completed Stage 4 or equivalent. Classes are conducted entirely in Spanish and students will become accustomed to hearing the language spoken at the normal speed of a native speaker. The class includes paired activities and small and large-group discussions around themes such as news items, short stories, analysing photographs etc. All activities aim to maintain and increase fluency. Grammar is revised as appropriate.","10","https://www.gla.ac.uk/media/media_204522_en.pdf"
"Languages","Spanish stage 5","9343","05/10/2018","15/03/2019","13/01/1900","15.00","240.00","162","Sofía Stewart","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED2044E","A course suitable for those who have completed Stage 4 or equivalent. Classes are conducted entirely in Spanish and students will become accustomed to hearing the language spoken at the normal speed of a native speaker. The class includes paired activities and small and large-group discussions around themes such as news items, short stories, analysing photographs etc. All activities aim to maintain and increase fluency. Grammar is revised as appropriate.","10","https://www.gla.ac.uk/media/media_204522_en.pdf"
"Languages","SWEDISH STAGE 1","6708","04/10/2018","14/03/2019","19/01/1900","21.00","240.00","162","Hanna Jedh","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1553E","A course for complete beginners. Useful language input will cover everyday situations, e.g. introductions, meeting people, getting around, shopping, etc. Students will practise the language through a variety of communicative activities. Written homework will also be given. Basic grammar structures will also be covered and students will be introduced to interesting aspects of Swedish culture.","10","https://www.gla.ac.uk/media/media_207945_en.pdf"
"Languages","SWEDISH STAGE 2","9462","02/10/2018","12/03/2019","19/01/1900","21.00","240.00","162","Hanna Jedh","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1554E","For students who have completed Stage 1 or equivalent. There will be a revision of the language covered in Stage 1 before moving on to speaking about the past. You will be gently encouraged to use more Swedish and there will be plenty of opportunity to practise speaking tasks in a relaxed atmosphere in pairs, role-plays, etc. Language structures will be systematically covered with some background to life in Sweden.","10","https://www.gla.ac.uk/media/media_207945_en.pdf"
"Languages","TURKISH STAGE 1","9508","02/10/2018","12/03/2019","19/01/1900","21.30","240.00","162","Sharon Cooper","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1105E","Spoken and written Turkish for beginners; students will learn how to handle everyday situations in Turkish (meeting people, polite forms, asking directions, shopping, etc.) using the present tense.","10","https://www.gla.ac.uk/media/media_204524_en.pdf"
"Law","You the jury: the criminal trial","5621","03/11/2018","03/11/2018","10/01/1900","16.00","40.00","1","Gillian  Mawdsley","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","N/A","This day event provides an opportunity to ask the questions the jury may not. We consider the procedure, the processes and roles in a Scottish criminal court. By reflecting on criminal cases of the past this develops an understanding of how cases are put together and presented. This day event will be interactive allowing you to take on the various roles including judge and the jury. There is the chance to look to future changes and developments including technology that may change the court trial of the 21st century. ","0","N/A"
"Law","Law, Legal Systems and Legal Methods: An Introduction","2365","26/09/2018","28/11/2018","19/01/1900","21.00","125.00","64","Gillian  Mawdsley","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11381E","This Law course will help you to understand the basic law, whether as a member of the public or as an introduction to the study and becoming a future lawyer. It will outline criminal and civil law, legal systems and methods in today’s diverse society with an emphasis on the law as it applies to Scotland.","10","N/A"
"Literature and Film","Literature in Scotland in the late 20thcentury","1219","24/09/2018","11/03/2019","19/01/1900","21.00","240.00","169","John Mackay","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1398E","This course will cover a diverse range of texts, introducing students to works by writers who employ a wide variety of literary styles and techniques, and whose writings address a broad spectrum of issues and concerns. While the course offers a foundation for further studies in Scottish literature, it should also appeal to students seeking a stand-alone course which gives a flavour of the literary culture that flourished in Scotland during the latter part of the twentieth century.","20","N/A"
"Literature and Film","Classic poems: an introduction to poetry in English","6256","25/09/2018","27/11/2018","19/01/1900","21.00","125.00","64","Cathy McSporran","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11508","This informal course introduces students to reading poetry in English. We will look at outstanding verse in English – and Scots - from Shakespeare to the present day: from Milton and Blake to Edwin Morgan and Carol Ann Duffy. No knowledge of poetry is required, although students are welcome to nominate favourite poems for class discussion.","0","N/A"
"Literature and Film","Poetic themes: an introduction to poetry in English","6194","15/01/2019","19/03/2019","19/01/1900","21.00","125.00","64","Cathy  McSporran","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11509","This course looks at major themes of poetry: love, nature, war, humour and mortality. We will explore works by Donne, Tennyson, Dickinson and Eliot, as well as verse by current poets and Scottish writers. No previous knowledge of poetry is required, although students are welcome to nominate favourite poems for class discussion.","0","N/A"
"Literature and Film","Introduction to the Short Story","5707","15/01/2019","19/03/2019","14/01/1900","16.00","125.00","64","Andrea Mullaney","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11368E","This course aims to introduce students to the art of the short story. We will study a number of stories by various writers spanning the 19th century to the 21st, which illustrate the development of the form. Students will be encouraged to analyse, debate and enjoy the techniques which make a great short story, and to consider the virtues and limitations of the genre, compared to other literary forms. Extracts will be provided but students will be expected to read ten widely available short stories for in-depth discussion. The stories under consideration will vary each year.","10","N/A"
"Literature and Film","Film studies 1","11277","26/09/2018","28/11/2018","11/01/1900","13.00","125.00","64","Donny O'Rourke","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11316","Would you like to get more out of movies? Members of this class go to the cinema in their own time and then gather to discuss the film we have watched. These discussions are expertly led but inclusively informal. ThIs course is run in association with the Glasgow Film Theatre (GFT).","0","N/A"
"Literature and Film","Film studies 1","11276","16/01/2019","20/03/2019","11/01/1900","13.00","125.00","64","Donny O'Rourke","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11316","Would you like to get more out of movies? Members of this class go to the cinema in their own time and then gather to discuss the film we have watched. These discussions are expertly led but inclusively informal. ThIs course is run in association with the Glasgow Film Theatre (GFT).","0","N/A"
"Literature and Film","Film studies 1","11275","17/04/2019","19/06/2019","11/01/1900","13.00","125.00","64","Donny O'Rourke","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11316","Would you like to get more out of movies? Members of this class go to the cinema in their own time and then gather to discuss the film we have watched. These discussions are expertly led but inclusively informal. ThIs course is run in association with the Glasgow Film Theatre (GFT).","0","N/A"
"Literature and Film","The madwoman in the attic talks back: Kate Chopin, Virginia Woolf and Jean Rhys","1202","27/09/2018","29/11/2018","14/01/1900","16.00","125.00","64","Nalini Paul","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11552","This course covers a range of women’s literature from the turn of the 20th century to the late 1960s. Focussing on selected works by Kate Chopin, Virginia Woolf and Jean Rhys, we will explore nostalgia, identity, class, race and the evolving female subject.","0","N/A"
"Literature and Film","Introduction to Contemporary American Fiction 1","9386","17/04/2019","19/06/2019","19/01/1900","21.00","125.00","64","Pamela Ross","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11365E","This course constitutes an introduction to the main aspects and concerns in contemporary American fiction and poetry. Texts to be studied will be three novels and short story collections.","10","N/A"
"Literature and Film","Introduction to Contemporary Irish Fiction 1","9506","16/01/2019","20/03/2019","13/01/1900","15.00","125.00","64","Pamela Ross","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11366E","This course constitutes an introduction to the main aspects and concerns in contemporary Irish fiction and poetry. Texts to be studied will be three novels and short story collections.","10","N/A"
"Literature and Film","Hamnet, Shakespeare's son","8866","26/09/2018","24/10/2018","13/01/1900","15.00","62.50","29","Anne Scott","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11554","In early August 1596, Shakespeare’s son Hamnet died in Stratford, in his father’s absence. This course studies passages and contexts from the ensuing plays where children are grieved for, or are marvellously restored. The purpose is not to accuse but to share the pity and regret, and the atonement, in universal 21st century engagement with the plays and the playwright.","0","N/A"
"Literature and Film","W.B. Yeats writing for Maud Gonne","14397","17/04/2019","15/05/2019","13/01/1900","15.00","62.50","29","Anne Scott","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11547","This course celebrates W.B. Yeats 1865-1939 in a study of five poems written for Maud Gonne. They are
 ‘He wishes for the cloths of heaven’, ‘When you are old’, ‘No second Troy’, ‘Deep-sworn vow’, and ‘To a child dancing in the wind’. The concluding two poems will be compared with a 1907 poem by James Joyce and with ‘Siofra’, the last poem by Seamus Heaney.","0","N/A"
"Literature and Film","Coleridge and the Iago question","13610","16/01/2019","13/02/2019","13/01/1900","15.00","62.50","29","Anne  Scott","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11553","Samuel Coleridge found Iago full of ‘motiveless malignity’. This course seeks to answer Coleridge, and, using only the words of Shakespeare’s play Othello, to explain and explore why the character Othello was defenceless and open to the quiet force of innuendo and the timed question.","0","N/A"
"Literature and Film","The ballad of Peckham Rye by Muriel Spark","4177","21/11/2018","21/11/2018","10/01/1900","13.00","25.00","1","Anne  Scott","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","N/A","We will consider Muriel Spark's comedic novel close to the Scottish tradition of James Hogg and the fascination of dangerous heroes. It is egily witty, fast-moving , mysterious and profound.","0","N/A"
"Literature and Film","Now Read the Book: True Stories","14128","25/09/2018","27/11/2018","14/01/1900","16.00","125.00","64","TBC TBC","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11354","Read, watch and discuss a number of factual stories and their film versions, looking at the art of reportage as well as individual tales. The stories under consideration will vary each year.","0","N/A"
"Music","Songwriting Workshop","3911","17/01/2019","21/03/2019","19/01/1900","21.00","125.00","64","Francis Macdonald","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11396","Intensive workgroup sessions will aim to develop skills in understanding and identifying structures in songs and develop knowledge of techniques employed in songwriting. Discussions of students' songwriting will be at the centre of the course and will build upon structural analysis of well-known songs. Workshops will include peer critique and in-class writing exercises in order to develop a better understanding of how songs are composed.
 
 Different forms of songs and different songwriting styles will be analysed and compared in order to gain a deeper understanding of song.
 There will also be information and discussion about the business side of songwriting and publishing. This course is suitable for new students and those who took Songwriting workshop 1.
 
 The course is being tutored by a professional musician and songwriter who is a member of a popular and successful band and also manages other successful recording artists. This makes the course particularly relevant for those interested in music and careers in music.","0","N/A"
"Music","The orchestral season 1","10972","26/09/2018","24/10/2018","14/01/1900","16.00","62.50","29","Hugh Macdonald","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11313","This course introduces students to music that will be played during the first part of the orchestral season. We shall examine a wide range of repertoire in detail, and will also explore relevant artistic and organisational issues that concern orchestras today.","0","N/A"
"Music","Bob Dylan: His life and music","4150","27/09/2018","29/11/2018","19/01/1900","21.00","125.00","64","Alan McMunnigall","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11551","Bob Dylan is a cultural icon, a musical innovator and winner of the 2016 Nobel Prize in Literature. This course will examine his life and the evolution of his music from the 1960s to the present day. His cultural, political and literary impact will also be considered, as will his influence on a range of other musicians. Using studio and live recordings, film clips, lyrics, prose writings, art work and other aspects of his creative genius, Dylan’s significance will be discussed and debated. Students will leave this course with a deeper understanding of this unique artist’s incredible output.","0","N/A"
"Music","Bob Dylan: His life and music","4149","17/01/2019","21/03/2019","19/01/1900","21.00","125.00","64","Alan McMunnigall","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11551","Bob Dylan is a cultural icon, a musical innovator and winner of the 2016 Nobel Prize in Literature. This course will examine his life and the evolution of his music from the 1960s to the present day. His cultural, political and literary impact will also be considered, as will his influence on a range of other musicians. Using studio and live recordings, film clips, lyrics, prose writings, art work and other aspects of his creative genius, Dylan’s significance will be discussed and debated. Students will leave this course with a deeper understanding of this unique artist’s incredible output.","0","N/A"
"Music","Opera Afternoons 1","10375","24/09/2018","26/11/2018","14/01/1900","16.00","125.00","64","TBC TBC","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11308","A short course drawing on operas performed by companies such as Scottish Opera or broadcast to film theatres.","0","N/A"
"Music","Opera Afternoons 2","7209","14/01/2019","18/03/2019","14/01/1900","16.00","125.00","64","TBC TBC","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11309","This course will examine operas in current performance in the central belt of Scotland, as well as operas shown in cinemas. Aspects that will be considered include how operas emerged from the imaginations of particular composers and librettists, the voices of the singers involved in the original productions, and analysis and discussion of the present-day productions.","0","N/A"
"Music","The orchestral season 2","2670","16/01/2019","13/02/2019","14/01/1900","16.00","62.50","29","TBC TBC","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11458","This course introduces students to music that will be played during the second part of the orchestral season. We shall examine a wide range of repertoire in detail, and will also explore relevant artistic and organisational issues that concern orchestras today.","0","N/A"
"Philosophy","Introduction to Philosophical Practice","2435","20/10/2018","20/10/2018","10/01/1900","13.00","25.00","1","Costas Athanasopoulos","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","N/A","Even though Philosophy has a history of more than 3000 years, Philosophical Practice, as a specific way to use philosophical theories and methods to deal effectively with problems in personal and social situations is relatively new. The course will discuss some key theories and practices in Philosophical Practice and will allow for a hands-on PP mini session. More info here: https://vimeo.com/99950514","0","N/A"
"Philosophy","Game of Thrones and philosophy: politics, power, and war","11198","18/04/2019","22/04/2019","01/01/1970","0.00","62.50","5","John Donaldson","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11569","Game of Thrones has thrilled audiences with its grand, sweeping narratives of dynastic struggle and living and dying by the sword. This course will explore some of the many philosophical ideas embedded in the show’s tales of struggle and conquest: the nature of political authority and legitimacy, just war theory, and game-theory analyses of conflict. Along the way, the work of some of philosophy’s greatest thinkers will be discussed, including classic figures like Hobbes, Locke, and Rousseau, as well as more contemporary philosophers working at the cutting-edge of current debates.
 
 This course is delivered entirely online.","0","N/A"
"Philosophy","Souls, minds and matter: An introduction to the philosophy of human nature","13592","25/09/2018","27/11/2018","19/01/1900","21.00","125.00","64","John Donaldson","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11567E","Do you have a soul, or are you simply your brain, or some kind of complicated natural program that ‘runs’ on your brain? How you can ever make free choices if you live in a world governed by natural laws which determine everything that happens? How might belief in the existence of God affect the answers to the previous questions? Is there a god? This course will address these and related questions by examining the main answers that have been offered by leading philosophers and scientists.","10","N/A"
"Philosophy","Star Wars and philosophy: destiny, justice, and the metaphysics of the force","11619","15/04/2019","19/04/2019","01/01/1970","0.00","62.50","5","John Donaldson","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11570","The Star Wars universe is one in which a mysterious force, the Force, governs all and directs the destiny of individuals and civilisations alike. But what does the notion that a person has a destiny - a fixed future - tell us about how free that person's actions really are, and how morally responsible for those actions they can legitimately be held to be? This course will examine this and associated questions concerning the relationship between there being a fixed future, free will, and moral praise or blame, all against the backdrop of George Lucas' epic tale of the triumph of good over evil in a galaxy far, far away.
 
 This course is delivered entirely online","0","N/A"
"Philosophy","What is consciousness? An introduction to the philosophy of mind and cognitive science","10001","26/09/2018","13/03/2019","19/01/1900","21.00","240.00","169","John Donaldson","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1057E","What is consciousness? Is it merely a state of the brain, or something over and above that? Can things without brains, like machines, or even non-material things, be conscious? What does it even mean to say that something is “conscious”? This course addresses these and a variety of related questions including the relationship between mind and brain, and the nature of mental phenomena such as perception and sensation. The course is self-standing, but also serves to prepare students for many other areas of study at levels 1 and 2 in the credit bearing programme.","20","N/A"
"Philosophy","Morality, nature and beauty: An introduction to the philosophy of value","1854","15/01/2019","19/03/2019","19/01/1900","21.00","125.00","64","John  Donaldson","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11566E","Can moral claims like “it’s wrong to steal” be true in one culture but false in another? What makes something right or wrong anyway? How do we resolve moral controversies over such things as euthanasia, abortion, and the treatment of non-human animals? And what’s the relationship between moral values like right and wrong and aesthetic values like beauty? Is anything ever objectively good, or beautiful, or is it all in the eye of the beholder? This course addresses these and related questions by examining the answers that have been offered by major philosophical figures, both historical and contemporary.","10","N/A"
"Philosophy","Scottish Philosophy","13956","17/04/2019","19/06/2019","19/01/1900","21.00","125.00","64","John  Donaldson","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11251E","Scottish philosophy covers a very wide range of thought, and Scottish philosophers such as Francis Hutcheson, Thomas Reid, Adam Smith and David Hume have contributed much to the wider western tradition of philosophy and to intellectual activities the world over. This course examines the key concepts and legacy of these Scottish philosophers, most of whom worked at the University of Glasgow.","10","N/A"
"Philosophy","Twentieth century philosophy: the dawn of analysis","13112","16/04/2019","18/06/2019","19/01/1900","21.00","125.00","64","John  Donaldson","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11568E","The 20th Century witnessed some of Western philosophy's greatest figures: Bertrand Russell, G. E. Moore, Ludwig Wittgenstein, Rudolf Carnap, Elizabeth Anscombe, Willard Van Orman Quine, Phillipa Foot, and David Lewis. This course explores the ideas of these and many other mighty thinkers by charting the progress of philosophy during the better part of the last 100 years. This course provides a grounding in the recent history of the issues that form the cutting edge of philosophy today","10","N/A"
"Philosophy","Existentialism: Nietzsche and Sartre","8624","24/09/2018","26/11/2018","19/01/1900","21.00","125.00","64","Paul  Harkin","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11258","What kind of beings are we? In what sense are we free? What is it to live an authentic existence? How do we find meaning in our lives? This introductory course explores the central questions that define existentialism and its continuing relevance for contemporary philosophy.","0","N/A"
"Psychology and Counselling Skills","What can Psychology tell us about Disability?","7760","15/04/2019","17/06/2019","01/01/1970","0.00","125.00","64","Carrie Ballantyne","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11102E","Psychological issues, their importance and the role they play within the field of disability are recurrent themes in this course. Emotional responses, reasons for disturbed sleep, impact of stress and the use of non-verbal communication are some of the areas introduced along with a diverse range of disabilities including Down’s Syndrome, Autistic Spectrum Disorders, Fragile X, William’s Syndrome, and Dyslexia.","10","N/A"
"Psychology and Counselling Skills","THE PSYCHOLOGY OF ADDICTIONS","5019","24/09/2018","11/03/2019","19/01/1900","21.30","240.00","169","Iain Brown","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1101E","How are addictions different from obsessions, compulsions and mere bad habits? How do they develop and can they be overcome? These issues will be explored in reference to alcohol, drugs, sex, gambling, eating and other excessive behaviours in which people can become trapped.","20","N/A"
"Psychology and Counselling Skills","Gambling addictions and the mind and world of the gambling addict","11423","20/10/2018","20/10/2018","10/01/1900","13.00","25.00","1","Iain Brown","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","N/A","With the renewal of concerns about the effects of betting machines on which it is possible to lose a thousand pounds or two in a single spree proliferating on our streets, the attention of the media, and therefore of the public, seems currently to be more focused again on problem gambling. The tutor for this half-day event, psychologist Iain Brown,  has carried research on gambling with the cooperation of Gamblers Anonymous. He will review some of what he has learned and experienced.","0","N/A"
"Psychology and Counselling Skills","Introduction to social psychology","11891","26/09/2018","13/03/2019","19/01/1900","21.00","240.00","169","Andrew Burns","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED1059E","How in this dynamic social world are other people’s lives interwoven with ours? Interactions shape development, mental well-being and behaviour - often outside of our awareness. Some examples of topics under discussion will be: why adversity can be an aphrodisiac; how a whole nation might condone and participate in genocide; why prison guards need good training; why ordinary young people would riot in London.","20","N/A"
"Psychology and Counselling Skills","Introduction to Mindfulness","9882","25/09/2018","27/11/2018","19/01/1900","21.00","125.00","64","Kellie Cunningham","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11379","Mindfulness has been found to be effective in managing stress and anxiety in a range of settings and is associated with improved focus and creativity. This course will explore both the background and theory underpinning mindfulness and provide firsthand experience of the key practices of Mindfulness Based Stress Reduction (MBSR).","0","N/A"
"Psychology and Counselling Skills","Introduction to Mindfulness","9881","17/04/2019","19/06/2019","19/01/1900","21.00","125.00","64","Kellie Cunningham","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11379","Mindfulness has been found to be effective in managing stress and anxiety in a range of settings and is associated with improved focus and creativity. This course will explore both the background and theory underpinning mindfulness and provide firsthand experience of the key practices of Mindfulness Based Stress Reduction (MBSR).","0","N/A"
"Psychology and Counselling Skills","Counselling Listening Skills: An Introduction","2939","26/09/2018","24/10/2018","19/01/1900","21.00","62.50","29","Colin Flynn","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11376","Whether you wish to improve your communication at work, or in your personal relationships, you can change your life with more effective listening skills. In addition, if you are considering pursuing a career in counselling and are uncertain what training would involve you will gain insights into the type of demands made upon you in seeking a professional qualification. Training is theoretical, experiential and interactive.","0","N/A"
"Psychology and Counselling Skills","Working with Trauma","9105","15/01/2019","12/02/2019","19/01/1900","21.00","62.50","29","Isabelle Kerr","University of Glasgow- Building will be confirmed by email three days before the start date. Room number will be listed at reception on the day/evening of the class","http://www.gla.ac.uk/coursecatalogue/course/?code=ADED11380","Trauma results when an event or incident overwhelms a person’s ability to cope or where it outweighs an individual’s personal resources: perhaps resulting in the experience of overwhelming emotion, fear of death and complete helplessness. Insight will be provided of working within the three stage model of recovery from trauma, an empowerment model used in many support organizations.","0","N/A"
